AS_ID	PREDICATE	OBJECT
auditioncertificate_snl_3759_4_38v_n_1	edit.status	wip
auditioncertificate_snl_3759_4_38v_n_1	object.audition_certificate_number	N. 1
auditioncertificate_snl_3759_4_38v_n_1	object.catalog	FMMU 105
auditioncertificate_snl_3759_4_38v_n_1	object.classmark	3759/4
auditioncertificate_snl_3759_4_38v_n_1	object.folio_number	38v
auditioncertificate_snl_3759_4_38v_n_1	object.library	SNL
auditioncertificate_snl_3759_4_38v_n_1	object.manuscript_link	None
auditioncertificate_bnf_arabe_708_113r_n_1	characteristics.copy	False
auditioncertificate_bnf_arabe_708_113r_n_1	characteristics.type	qira
auditioncertificate_bnf_arabe_708_113r_n_1	context.author_name	أبو داود سليمان بن الأشعث السجستاني
auditioncertificate_bnf_arabe_708_113r_n_1	context.author_viaf	http://viaf.org/viaf/268705676
auditioncertificate_bnf_arabe_708_113r_n_1	context.work_title	السنن
auditioncertificate_bnf_arabe_708_113r_n_1	edit.amended_by	None
auditioncertificate_bnf_arabe_708_113r_n_1	edit.editor	Said Aljoumani
auditioncertificate_bnf_arabe_708_113r_n_1	edit.status	wip
auditioncertificate_bnf_arabe_708_113r_n_1	object.audition_certificate_number	N. 1
auditioncertificate_bnf_arabe_708_113r_n_1	object.catalog	None
auditioncertificate_bnf_arabe_708_113r_n_1	object.classmark	Arabe 708
auditioncertificate_bnf_arabe_708_113r_n_1	object.folio_number	113r
auditioncertificate_bnf_arabe_708_113r_n_1	object.image_link	https://gallica.bnf.fr/ark:/12148/btv1b11000356s/f116.highres
auditioncertificate_bnf_arabe_708_113r_n_1	object.library	BNF
auditioncertificate_bnf_arabe_708_113r_n_1	object.manuscript_link	https://gallica.bnf.fr/ark:/12148/btv1b11000356s/f116.item.r=%22arabe%20708%22.zoom
auditioncertificate_snl_3760_11_144v	characteristics.copy	False
auditioncertificate_snl_3760_11_144v	characteristics.note	
auditioncertificate_snl_3760_11_144v	characteristics.type	qira
auditioncertificate_snl_3760_11_144v	context.author_name	الحسين بن إسماعيل المحاملي
auditioncertificate_snl_3760_11_144v	context.author_viaf	None
auditioncertificate_snl_3760_11_144v	context.work_title	أمالي المحاملي  
auditioncertificate_snl_3760_11_144v	edit.amended_by	None
auditioncertificate_snl_3760_11_144v	edit.editor	Said Aljoumani
auditioncertificate_snl_3760_11_144v	edit.status	wip
auditioncertificate_snl_3760_11_144v	object.audition_certificate_number	
auditioncertificate_snl_3760_11_144v	object.catalog	FMMU 113
auditioncertificate_snl_3760_11_144v	object.classmark	3760/11
auditioncertificate_snl_3760_11_144v	object.folio_number	144v
auditioncertificate_snl_3760_11_144v	object.library	SNL
auditioncertificate_snl_3760_11_144v	object.manuscript_link	None
auditioncertificate_bnf_suppl_turc_983_38v_n_2	characteristics.copy	False
auditioncertificate_bnf_suppl_turc_983_38v_n_2	characteristics.type	qira
auditioncertificate_bnf_suppl_turc_983_38v_n_2	context.author_name	None
auditioncertificate_bnf_suppl_turc_983_38v_n_2	context.author_viaf	None
auditioncertificate_bnf_suppl_turc_983_38v_n_2	context.work_title	جزء فيه ذكر من حدث عن النبي هو وأبوه
auditioncertificate_bnf_suppl_turc_983_38v_n_2	edit.amended_by	None
auditioncertificate_bnf_suppl_turc_983_38v_n_2	edit.editor	Said Aljoumani
auditioncertificate_bnf_suppl_turc_983_38v_n_2	edit.status	wip
auditioncertificate_bnf_suppl_turc_983_38v_n_2	object.audition_certificate_number	N. 2
auditioncertificate_bnf_suppl_turc_983_38v_n_2	object.catalog	None
auditioncertificate_bnf_suppl_turc_983_38v_n_2	object.classmark	Suppl Turc 983
auditioncertificate_bnf_suppl_turc_983_38v_n_2	object.folio_number	38v
auditioncertificate_bnf_suppl_turc_983_38v_n_2	object.image_link	https://gallica.bnf.fr/ark:/12148/btv1b10083812h/f41.highres
auditioncertificate_bnf_suppl_turc_983_38v_n_2	object.library	BNF
auditioncertificate_bnf_suppl_turc_983_38v_n_2	object.manuscript_link	https://gallica.bnf.fr/ark:/12148/btv1b10083812h/f41.item.r=%22turc%20983%22.zoom
auditioncertificate_stabi_sprenger_520_1r_n_1	characteristics.copy	True
auditioncertificate_stabi_sprenger_520_1r_n_1	characteristics.type	qira
auditioncertificate_stabi_sprenger_520_1r_n_1	edit.amended_by	None
auditioncertificate_stabi_sprenger_520_1r_n_1	edit.editor	Said Aljoumani
auditioncertificate_stabi_sprenger_520_1r_n_1	edit.status	wip
auditioncertificate_stabi_sprenger_520_1r_n_1	object.audition_certificate_number	N. 1
auditioncertificate_stabi_sprenger_520_1r_n_1	object.classmark	Sprenger 520
auditioncertificate_stabi_sprenger_520_1r_n_1	object.folio_number	1r
auditioncertificate_stabi_sprenger_520_1r_n_1	object.image_link	
auditioncertificate_stabi_sprenger_520_1r_n_1	object.library	Stabi
auditioncertificate_stabi_sprenger_520_1r_n_1	object.manuscript_link	None
auditioncertificate_snl_3739_1_10v_n_1	characteristics.copy	False
auditioncertificate_snl_3739_1_10v_n_1	characteristics.type	qira
auditioncertificate_snl_3739_1_10v_n_1	context.author_name	أحمد بن الحسن بن أحمد البناء
auditioncertificate_snl_3739_1_10v_n_1	context.work_title	مشيخة أبي غالب ابن البناء
auditioncertificate_snl_3739_1_10v_n_1	edit.amended_by	None
auditioncertificate_snl_3739_1_10v_n_1	edit.editor	Said Aljoumani
auditioncertificate_snl_3739_1_10v_n_1	edit.status	wip
auditioncertificate_snl_3739_1_10v_n_1	object.audition_certificate_number	N. 1
auditioncertificate_snl_3739_1_10v_n_1	object.catalog	FMMU 17
auditioncertificate_snl_3739_1_10v_n_1	object.classmark	3739/1
auditioncertificate_snl_3739_1_10v_n_1	object.folio_number	10v
auditioncertificate_snl_3739_1_10v_n_1	object.image_link	
auditioncertificate_snl_3739_1_10v_n_1	object.library	SNL
auditioncertificate_snl_3739_1_10v_n_1	object.manuscript_link	None
auditioncertificate_bnf_suppl_turc_986_132r_n_1	characteristics.copy	False
auditioncertificate_bnf_suppl_turc_986_132r_n_1	characteristics.type	qira
auditioncertificate_bnf_suppl_turc_986_132r_n_1	context.author_name	أبو محمد سفيان بن عيينة الهلالي
auditioncertificate_bnf_suppl_turc_986_132r_n_1	context.author_viaf	None
auditioncertificate_bnf_suppl_turc_986_132r_n_1	context.work_title	جزء فيه من حديث أبي محمد سفيان بن عيينة الهلالي
auditioncertificate_bnf_suppl_turc_986_132r_n_1	edit.amended_by	None
auditioncertificate_bnf_suppl_turc_986_132r_n_1	edit.editor	Said Aljoumani
auditioncertificate_bnf_suppl_turc_986_132r_n_1	edit.status	wip
auditioncertificate_bnf_suppl_turc_986_132r_n_1	object.audition_certificate_number	N. 1
auditioncertificate_bnf_suppl_turc_986_132r_n_1	object.catalog	None
auditioncertificate_bnf_suppl_turc_986_132r_n_1	object.classmark	Suppl Turc 986
auditioncertificate_bnf_suppl_turc_986_132r_n_1	object.folio_number	132r
auditioncertificate_bnf_suppl_turc_986_132r_n_1	object.image_link	https://gallica.bnf.fr/ark:/12148/btv1b10082613v/f136.highres
auditioncertificate_bnf_suppl_turc_986_132r_n_1	object.library	BNF
auditioncertificate_bnf_suppl_turc_986_132r_n_1	object.manuscript_link	https://gallica.bnf.fr/ark:/12148/btv1b10082613v/f136.item.r=turc%20986.zoom
auditioncertificate_bnf_suppl_turc_986_119v_n_4	characteristics.copy	False
auditioncertificate_bnf_suppl_turc_986_119v_n_4	characteristics.type	qira
auditioncertificate_bnf_suppl_turc_986_119v_n_4	context.author_name	أبو محمد سفيان بن عيينة الهلالي
auditioncertificate_bnf_suppl_turc_986_119v_n_4	context.author_viaf	None
auditioncertificate_bnf_suppl_turc_986_119v_n_4	context.work_title	جزء فيه من حديث أبي محمد سفيان بن عيينة الهلالي
auditioncertificate_bnf_suppl_turc_986_119v_n_4	edit.amended_by	None
auditioncertificate_bnf_suppl_turc_986_119v_n_4	edit.editor	Said Aljoumani
auditioncertificate_bnf_suppl_turc_986_119v_n_4	edit.status	wip
auditioncertificate_bnf_suppl_turc_986_119v_n_4	object.audition_certificate_number	N. 4
auditioncertificate_bnf_suppl_turc_986_119v_n_4	object.catalog	None
auditioncertificate_bnf_suppl_turc_986_119v_n_4	object.classmark	Suppl Turc 986
auditioncertificate_bnf_suppl_turc_986_119v_n_4	object.folio_number	119v
auditioncertificate_bnf_suppl_turc_986_119v_n_4	object.image_link	https://gallica.bnf.fr/ark:/12148/btv1b10082613v/f124.highres
auditioncertificate_bnf_suppl_turc_986_119v_n_4	object.library	BNF
auditioncertificate_bnf_suppl_turc_986_119v_n_4	object.manuscript_link	https://gallica.bnf.fr/ark:/12148/btv1b10082613v/f124.item.r=turc%20986.zoom
auditioncertificate_bnf_arabe_709_2r_n_7	characteristics.copy	False
auditioncertificate_bnf_arabe_709_2r_n_7	characteristics.type	qira
auditioncertificate_bnf_arabe_709_2r_n_7	context.author_name	محمد بن عيسى الترمذي
auditioncertificate_bnf_arabe_709_2r_n_7	context.author_viaf	http://viaf.org/viaf/76600419
auditioncertificate_bnf_arabe_709_2r_n_7	context.work_title	الجامع الصحيح
auditioncertificate_bnf_arabe_709_2r_n_7	edit.amended_by	None
auditioncertificate_bnf_arabe_709_2r_n_7	edit.editor	Said Aljoumani
auditioncertificate_bnf_arabe_709_2r_n_7	edit.status	wip
auditioncertificate_bnf_arabe_709_2r_n_7	object.audition_certificate_number	N. 7
auditioncertificate_bnf_arabe_709_2r_n_7	object.catalog	None
auditioncertificate_bnf_arabe_709_2r_n_7	object.classmark	Arabe 709
auditioncertificate_bnf_arabe_709_2r_n_7	object.folio_number	2r
auditioncertificate_bnf_arabe_709_2r_n_7	object.image_link	https://gallica.bnf.fr/ark:/12148/btv1b110003844/f3.highres
auditioncertificate_bnf_arabe_709_2r_n_7	object.library	BNF
auditioncertificate_bnf_arabe_709_2r_n_7	object.manuscript_link	https://gallica.bnf.fr/ark:/12148/btv1b110003844/f3.item.r=%22arabe%20709%22.zoom
auditioncertificate_snl_3754_19_217r_n_1	characteristics.copy	False
auditioncertificate_snl_3754_19_217r_n_1	characteristics.type	qira
auditioncertificate_snl_3754_19_217r_n_1	context.author_name	علي بن الحسن بن هبة الله الشافعي ابن عساكر
auditioncertificate_snl_3754_19_217r_n_1	context.author_viaf	None
auditioncertificate_snl_3754_19_217r_n_1	context.work_title	الأربعون الأبدال العوالي
auditioncertificate_snl_3754_19_217r_n_1	edit.amended_by	None
auditioncertificate_snl_3754_19_217r_n_1	edit.editor	Said Aljoumani
auditioncertificate_snl_3754_19_217r_n_1	edit.status	wip
auditioncertificate_snl_3754_19_217r_n_1	object.audition_certificate_number	N. 1
auditioncertificate_snl_3754_19_217r_n_1	object.catalog	FMMU 80
auditioncertificate_snl_3754_19_217r_n_1	object.classmark	3754/19
auditioncertificate_snl_3754_19_217r_n_1	object.folio_number	217r
auditioncertificate_snl_3754_19_217r_n_1	object.image_link	
auditioncertificate_snl_3754_19_217r_n_1	object.library	SNL
auditioncertificate_snl_3754_19_217r_n_1	object.manuscript_link	None
auditioncertificate_snl_3749_5_146v	characteristics.copy	True
auditioncertificate_snl_3749_5_146v	characteristics.type	qira
auditioncertificate_snl_3749_5_146v	context.author_name	إبراهيم بن محمد بن خليل الحلبي سبط ابن العجمي
auditioncertificate_snl_3749_5_146v	context.author_viaf	None
auditioncertificate_snl_3749_5_146v	context.work_title	التبيين لأسماء المدلسين
auditioncertificate_snl_3749_5_146v	edit.amended_by	None
auditioncertificate_snl_3749_5_146v	edit.editor	Said Aljoumani
auditioncertificate_snl_3749_5_146v	edit.status	wip
auditioncertificate_snl_3749_5_146v	object.audition_certificate_number	
auditioncertificate_snl_3749_5_146v	object.catalog	FMMU 59 
auditioncertificate_snl_3749_5_146v	object.classmark	3749/5
auditioncertificate_snl_3749_5_146v	object.folio_number	146v
auditioncertificate_snl_3749_5_146v	object.image_link	
auditioncertificate_snl_3749_5_146v	object.library	SNL
auditioncertificate_snl_3749_5_146v	object.manuscript_link	None
auditioncertificate_gotha_ms_orient_a_590_3v	characteristics.copy	False
auditioncertificate_gotha_ms_orient_a_590_3v	characteristics.type	qira
auditioncertificate_gotha_ms_orient_a_590_3v	context.author_name	None
auditioncertificate_gotha_ms_orient_a_590_3v	context.author_viaf	None
auditioncertificate_gotha_ms_orient_a_590_3v	context.work_title	None
auditioncertificate_gotha_ms_orient_a_590_3v	edit.amended_by	None
auditioncertificate_gotha_ms_orient_a_590_3v	edit.editor	Said Aljoumani
auditioncertificate_gotha_ms_orient_a_590_3v	edit.status	wip
auditioncertificate_gotha_ms_orient_a_590_3v	object.audition_certificate_number	
auditioncertificate_gotha_ms_orient_a_590_3v	object.catalog	None
auditioncertificate_gotha_ms_orient_a_590_3v	object.classmark	Ms. orient. A 590
auditioncertificate_gotha_ms_orient_a_590_3v	object.folio_number	3v
auditioncertificate_gotha_ms_orient_a_590_3v	object.image_link	
auditioncertificate_gotha_ms_orient_a_590_3v	object.library	Gotha
auditioncertificate_gotha_ms_orient_a_590_3v	object.manuscript_link	None
auditioncertificate_bnf_arabe_2085_17r_n_3	characteristics.copy	False
auditioncertificate_bnf_arabe_2085_17r_n_3	characteristics.type	qira
auditioncertificate_bnf_arabe_2085_17r_n_3	context.author_name	أبو عبيد محمد بن عثمان الآجري 
auditioncertificate_bnf_arabe_2085_17r_n_3	context.author_viaf	None
auditioncertificate_bnf_arabe_2085_17r_n_3	context.work_title	الجزء الرابع من سؤلات أبي عبيد محمد بن علي بن عثمان الآجري
auditioncertificate_bnf_arabe_2085_17r_n_3	edit.amended_by	None
auditioncertificate_bnf_arabe_2085_17r_n_3	edit.date_status	finished
auditioncertificate_bnf_arabe_2085_17r_n_3	edit.editor	Said Aljoumani
auditioncertificate_bnf_arabe_2085_17r_n_3	edit.person_status	wip
auditioncertificate_bnf_arabe_2085_17r_n_3	edit.place_status	finished
auditioncertificate_bnf_arabe_2085_17r_n_3	edit.status	finished
auditioncertificate_bnf_arabe_2085_17r_n_3	object.audition_certificate_number	N. 3
auditioncertificate_bnf_arabe_2085_17r_n_3	object.catalog	None
auditioncertificate_bnf_arabe_2085_17r_n_3	object.classmark	Arabe 2085
auditioncertificate_bnf_arabe_2085_17r_n_3	object.folio_number	17r
auditioncertificate_bnf_arabe_2085_17r_n_3	object.image_link	https://gallica.bnf.fr/ark:/12148/btv1b11001898k/f19.highres
auditioncertificate_bnf_arabe_2085_17r_n_3	object.library	BNF
auditioncertificate_bnf_arabe_2085_17r_n_3	object.manuscript_link	https://gallica.bnf.fr/ark:/12148/btv1b11001898k/f19.item.r=%22Arabe%202085%22.zoom
auditioncertificate_snl_3746_1_47r	characteristics.copy	False
auditioncertificate_snl_3746_1_47r	characteristics.type	qira
auditioncertificate_snl_3746_1_47r	context.author_name	علي بن أحمد بن بلبان الناصري
auditioncertificate_snl_3746_1_47r	context.author_viaf	None
auditioncertificate_snl_3746_1_47r	context.work_title	الأحاديث العوالي من المصافحات والموافقات والأبدال
auditioncertificate_snl_3746_1_47r	edit.amended_by	None
auditioncertificate_snl_3746_1_47r	edit.editor	Said Aljoumani
auditioncertificate_snl_3746_1_47r	edit.status	wip
auditioncertificate_snl_3746_1_47r	object.audition_certificate_number	
auditioncertificate_snl_3746_1_47r	object.catalog	FMMU 43
auditioncertificate_snl_3746_1_47r	object.classmark	3746/1
auditioncertificate_snl_3746_1_47r	object.folio_number	47r
auditioncertificate_snl_3746_1_47r	object.image_link	
auditioncertificate_snl_3746_1_47r	object.library	SNL 
auditioncertificate_snl_3746_1_47r	object.manuscript_link	None
auditioncertificate_snl_3760_13_163v_n_7	characteristics.copy	True
auditioncertificate_snl_3760_13_163v_n_7	characteristics.type	qira
auditioncertificate_snl_3760_13_163v_n_7	context.author_name	الحسين بن إسماعيل المحاملي
auditioncertificate_snl_3760_13_163v_n_7	context.author_viaf	None
auditioncertificate_snl_3760_13_163v_n_7	context.work_title	أمالي المحاملي  
auditioncertificate_snl_3760_13_163v_n_7	edit.amended_by	None
auditioncertificate_snl_3760_13_163v_n_7	edit.editor	Said Aljoumani
auditioncertificate_snl_3760_13_163v_n_7	edit.status	wip
auditioncertificate_snl_3760_13_163v_n_7	object.audition_certificate_number	N. 7
auditioncertificate_snl_3760_13_163v_n_7	object.catalog	FMMU 114
auditioncertificate_snl_3760_13_163v_n_7	object.classmark	3760/13
auditioncertificate_snl_3760_13_163v_n_7	object.folio_number	163v
auditioncertificate_snl_3760_13_163v_n_7	object.library	SNL
auditioncertificate_snl_3760_13_163v_n_7	object.manuscript_link	None
auditioncertificate_snl_3739_12_96r_n_1	characteristics.copy	False
auditioncertificate_snl_3739_12_96r_n_1	characteristics.type	sama
auditioncertificate_snl_3739_12_96r_n_1	context.author_name	إسماعيل بن أحمد السمرقندي
auditioncertificate_snl_3739_12_96r_n_1	context.work_title	المسلسل الأول
auditioncertificate_snl_3739_12_96r_n_1	edit.amended_by	None
auditioncertificate_snl_3739_12_96r_n_1	edit.editor	Said Aljoumani
auditioncertificate_snl_3739_12_96r_n_1	edit.status	wip
auditioncertificate_snl_3739_12_96r_n_1	object.audition_certificate_number	N. 1
auditioncertificate_snl_3739_12_96r_n_1	object.catalog	FMMU 20
auditioncertificate_snl_3739_12_96r_n_1	object.classmark	3739/12
auditioncertificate_snl_3739_12_96r_n_1	object.folio_number	96r
auditioncertificate_snl_3739_12_96r_n_1	object.image_link	
auditioncertificate_snl_3739_12_96r_n_1	object.library	SNL
auditioncertificate_snl_3739_12_96r_n_1	object.manuscript_link	None
auditioncertificate_snl_3757_8_124r	characteristics.copy	False
auditioncertificate_snl_3757_8_124r	characteristics.type	qira
auditioncertificate_snl_3757_8_124r	context.author_name	عبد الرحمن بن أبي شريح الأنصاري
auditioncertificate_snl_3757_8_124r	context.author_viaf	None
auditioncertificate_snl_3757_8_124r	context.work_title	المائة الشريحية
auditioncertificate_snl_3757_8_124r	edit.amended_by	None
auditioncertificate_snl_3757_8_124r	edit.editor	Said Aljoumani
auditioncertificate_snl_3757_8_124r	edit.status	wip
auditioncertificate_snl_3757_8_124r	object.audition_certificate_number	N. 1
auditioncertificate_snl_3757_8_124r	object.catalog	 FMMU 96
auditioncertificate_snl_3757_8_124r	object.classmark	3757/8
auditioncertificate_snl_3757_8_124r	object.folio_number	124r
auditioncertificate_snl_3757_8_124r	object.image_link	
auditioncertificate_snl_3757_8_124r	object.library	SNL
auditioncertificate_snl_3757_8_124r	object.manuscript_link	None
auditioncertificate_snl_3761_2_15r_n_1	characteristics.copy	False
auditioncertificate_snl_3761_2_15r_n_1	characteristics.type	qira
auditioncertificate_snl_3761_2_15r_n_1	context.author_name	أبو علي إسماعيل بن محمد بن إسماعيل الصفار
auditioncertificate_snl_3761_2_15r_n_1	context.author_viaf	None
auditioncertificate_snl_3761_2_15r_n_1	context.work_title	حديث أبي علي إسماعيل الصفار
auditioncertificate_snl_3761_2_15r_n_1	edit.amended_by	None
auditioncertificate_snl_3761_2_15r_n_1	edit.editor	Said Aljoumani
auditioncertificate_snl_3761_2_15r_n_1	edit.status	wip
auditioncertificate_snl_3761_2_15r_n_1	object.audition_certificate_number	N. 1
auditioncertificate_snl_3761_2_15r_n_1	object.catalog	FMMU 116
auditioncertificate_snl_3761_2_15r_n_1	object.classmark	3761/2
auditioncertificate_snl_3761_2_15r_n_1	object.folio_number	15r
auditioncertificate_snl_3761_2_15r_n_1	object.library	SNL
auditioncertificate_snl_3761_2_15r_n_1	object.manuscript_link	None
auditioncertificate_stabi_sprenger_290_121r_n_2	characteristics.copy	False
auditioncertificate_stabi_sprenger_290_121r_n_2	characteristics.type	qira
auditioncertificate_stabi_sprenger_290_121r_n_2	context.author_name	None
auditioncertificate_stabi_sprenger_290_121r_n_2	context.author_viaf	None
auditioncertificate_stabi_sprenger_290_121r_n_2	context.work_title	None
auditioncertificate_stabi_sprenger_290_121r_n_2	edit.amended_by	None
auditioncertificate_stabi_sprenger_290_121r_n_2	edit.editor	Said Aljoumani
auditioncertificate_stabi_sprenger_290_121r_n_2	edit.status	wip
auditioncertificate_stabi_sprenger_290_121r_n_2	object.audition_certificate_number	N. 2
auditioncertificate_stabi_sprenger_290_121r_n_2	object.catalog	None
auditioncertificate_stabi_sprenger_290_121r_n_2	object.classmark	Sprenger 290
auditioncertificate_stabi_sprenger_290_121r_n_2	object.folio_number	121r
auditioncertificate_stabi_sprenger_290_121r_n_2	object.library	Stabi
auditioncertificate_stabi_sprenger_290_121r_n_2	object.manuscript_link	http://resolver.staatsbibliothek-berlin.de/SBB00026E9100000333
auditioncertificate_snl_3757_9_146r_n_2	characteristics.copy	False
auditioncertificate_snl_3757_9_146r_n_2	characteristics.type	qira
auditioncertificate_snl_3757_9_146r_n_2	context.author_name	عبد الله بن محمد بن عبيد بن سفيان بن أبي الدنيا
auditioncertificate_snl_3757_9_146r_n_2	context.author_viaf	None
auditioncertificate_snl_3757_9_146r_n_2	context.work_title	الفرج بعد الشدة
auditioncertificate_snl_3757_9_146r_n_2	edit.amended_by	None
auditioncertificate_snl_3757_9_146r_n_2	edit.editor	Said Aljoumani
auditioncertificate_snl_3757_9_146r_n_2	edit.status	wip
auditioncertificate_snl_3757_9_146r_n_2	object.audition_certificate_number	N. 2
auditioncertificate_snl_3757_9_146r_n_2	object.catalog	FMMU 96
auditioncertificate_snl_3757_9_146r_n_2	object.classmark	3757/9
auditioncertificate_snl_3757_9_146r_n_2	object.folio_number	146r
auditioncertificate_snl_3757_9_146r_n_2	object.image_link	
auditioncertificate_snl_3757_9_146r_n_2	object.library	SNL
auditioncertificate_snl_3757_9_146r_n_2	object.manuscript_link	None
auditioncertificate_gotha_ms_orient_a_627_14v_n_2	characteristics.copy	True
auditioncertificate_gotha_ms_orient_a_627_14v_n_2	characteristics.type	qira
auditioncertificate_gotha_ms_orient_a_627_14v_n_2	edit.amended_by	None
auditioncertificate_gotha_ms_orient_a_627_14v_n_2	edit.editor	Said Aljoumani
auditioncertificate_gotha_ms_orient_a_627_14v_n_2	edit.status	wip
auditioncertificate_gotha_ms_orient_a_627_14v_n_2	object.audition_certificate_number	N. 2
auditioncertificate_gotha_ms_orient_a_627_14v_n_2	object.classmark	Ms. orient. A 627
auditioncertificate_gotha_ms_orient_a_627_14v_n_2	object.folio_number	14v
auditioncertificate_gotha_ms_orient_a_627_14v_n_2	object.image_link	
auditioncertificate_gotha_ms_orient_a_627_14v_n_2	object.library	Gotha
auditioncertificate_gotha_ms_orient_a_627_14v_n_2	object.manuscript_link	None
auditioncertificate_stabi_sprenger_1193_59v_n_2	characteristics.copy	True
auditioncertificate_stabi_sprenger_1193_59v_n_2	characteristics.type	qira
auditioncertificate_stabi_sprenger_1193_59v_n_2	edit.amended_by	None
auditioncertificate_stabi_sprenger_1193_59v_n_2	edit.editor	Said Aljoumani
auditioncertificate_stabi_sprenger_1193_59v_n_2	edit.status	wip
auditioncertificate_stabi_sprenger_1193_59v_n_2	object.audition_certificate_number	N. 2
auditioncertificate_stabi_sprenger_1193_59v_n_2	object.classmark	Sprenger 1193
auditioncertificate_stabi_sprenger_1193_59v_n_2	object.folio_number	59v
auditioncertificate_stabi_sprenger_1193_59v_n_2	object.image_link	
auditioncertificate_stabi_sprenger_1193_59v_n_2	object.library	Stabi
auditioncertificate_stabi_sprenger_1193_59v_n_2	object.manuscript_link	http://resolver.staatsbibliothek-berlin.de/SBB0002634800000122
auditioncertificate_stabi_petermann_ii_30_73v_n_2	characteristics.copy	True
auditioncertificate_stabi_petermann_ii_30_73v_n_2	characteristics.type	qira
auditioncertificate_stabi_petermann_ii_30_73v_n_2	context.author_name	None
auditioncertificate_stabi_petermann_ii_30_73v_n_2	context.author_viaf	None
auditioncertificate_stabi_petermann_ii_30_73v_n_2	context.work_title	None
auditioncertificate_stabi_petermann_ii_30_73v_n_2	edit.amended_by	None
auditioncertificate_stabi_petermann_ii_30_73v_n_2	edit.editor	Said Aljoumani
auditioncertificate_stabi_petermann_ii_30_73v_n_2	edit.status	wip
auditioncertificate_stabi_petermann_ii_30_73v_n_2	object.audition_certificate_number	N. 2
auditioncertificate_stabi_petermann_ii_30_73v_n_2	object.catalog	None
auditioncertificate_stabi_petermann_ii_30_73v_n_2	object.classmark	Petermann II 30
auditioncertificate_stabi_petermann_ii_30_73v_n_2	object.folio_number	73v
auditioncertificate_stabi_petermann_ii_30_73v_n_2	object.image_link	
auditioncertificate_stabi_petermann_ii_30_73v_n_2	object.library	Stabi
auditioncertificate_stabi_petermann_ii_30_73v_n_2	object.manuscript_link	http://resolver.staatsbibliothek-berlin.de/SBB0001FBCA00000152
auditioncertificate_snl_3759_2_22v_n_2	characteristics.copy	False
auditioncertificate_snl_3759_2_22v_n_2	characteristics.type	qira
auditioncertificate_snl_3759_2_22v_n_2	context.author_name	عبد الله بن محمد بن العزيز البغوي البغدادي
auditioncertificate_snl_3759_2_22v_n_2	context.author_viaf	None
auditioncertificate_snl_3759_2_22v_n_2	context.work_title	حكايات أبي بسطام
auditioncertificate_snl_3759_2_22v_n_2	edit.amended_by	None
auditioncertificate_snl_3759_2_22v_n_2	edit.editor	Said Aljoumani
auditioncertificate_snl_3759_2_22v_n_2	edit.status	wip
auditioncertificate_snl_3759_2_22v_n_2	object.audition_certificate_number	N. 2
auditioncertificate_snl_3759_2_22v_n_2	object.catalog	FMMU 105
auditioncertificate_snl_3759_2_22v_n_2	object.classmark	3759/2
auditioncertificate_snl_3759_2_22v_n_2	object.folio_number	22v
auditioncertificate_snl_3759_2_22v_n_2	object.library	SNL
auditioncertificate_snl_3759_2_22v_n_2	object.manuscript_link	None
auditioncertificate_snl_3757_8_123v_n_2	characteristics.copy	True
auditioncertificate_snl_3757_8_123v_n_2	characteristics.type	qira
auditioncertificate_snl_3757_8_123v_n_2	context.author_name	عبد الرحمن بن أبي شريح الأنصاري
auditioncertificate_snl_3757_8_123v_n_2	context.author_viaf	None
auditioncertificate_snl_3757_8_123v_n_2	context.work_title	المائة الشريحية
auditioncertificate_snl_3757_8_123v_n_2	edit.amended_by	None
auditioncertificate_snl_3757_8_123v_n_2	edit.editor	Said Aljoumani
auditioncertificate_snl_3757_8_123v_n_2	edit.status	wip
auditioncertificate_snl_3757_8_123v_n_2	object.audition_certificate_number	N. 2
auditioncertificate_snl_3757_8_123v_n_2	object.catalog	FMMU 96
auditioncertificate_snl_3757_8_123v_n_2	object.classmark	3757/8
auditioncertificate_snl_3757_8_123v_n_2	object.folio_number	123v
auditioncertificate_snl_3757_8_123v_n_2	object.image_link	
auditioncertificate_snl_3757_8_123v_n_2	object.library	SNL
auditioncertificate_snl_3757_8_123v_n_2	object.manuscript_link	None
auditioncertificate_snl_3741_3_33v_n_7	characteristics.copy	True
auditioncertificate_snl_3741_3_33v_n_7	characteristics.type	qira
auditioncertificate_snl_3741_3_33v_n_7	context.author_name	إسماعيل بن إسحق القاضي الأزدي
auditioncertificate_snl_3741_3_33v_n_7	context.author_viaf	None
auditioncertificate_snl_3741_3_33v_n_7	context.work_title	أحاديث أيوب السختياني
auditioncertificate_snl_3741_3_33v_n_7	edit.amended_by	None
auditioncertificate_snl_3741_3_33v_n_7	edit.editor	Said Aljoumani
auditioncertificate_snl_3741_3_33v_n_7	edit.status	wip
auditioncertificate_snl_3741_3_33v_n_7	object.audition_certificate_number	N. 7
auditioncertificate_snl_3741_3_33v_n_7	object.catalog	FMMU 26/27
auditioncertificate_snl_3741_3_33v_n_7	object.classmark	3741/3
auditioncertificate_snl_3741_3_33v_n_7	object.folio_number	33v
auditioncertificate_snl_3741_3_33v_n_7	object.image_link	
auditioncertificate_snl_3741_3_33v_n_7	object.library	SNL
auditioncertificate_snl_3741_3_33v_n_7	object.manuscript_link	None
auditioncertificate_gotha_ms_orient_a_590_100v_n_2	characteristics.copy	True
